priority_rank,object_name,source_type,m40_stratum,followup_question,needed_data,reason,A_target,A_pred_m38_feedback,A_activation_flip_m39
3,UGC05005,direct_sparc_m36_m39,clean_juvenile_failed_candidates,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.8403410231539875,0.9247904056280256,0.0752095943719743
3,UGC06446,direct_sparc_m36_m39,clean_juvenile_failed_candidates,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.969156290976066,0.894531174298555,0.105468825701445
3,UGC07399,direct_sparc_m36_m39,clean_juvenile_failed_candidates,"Is the negative rank signal physical, observational, or both?",SFR/SFE/depletion time plus outer-curve quality flag,none from available local flags,1.0,0.9327568134582642,0.0672431865417357
3,UGC07524,direct_sparc_m36_m39,clean_juvenile_failed_candidates,"Is the negative rank signal physical, observational, or both?",SFR/SFE/depletion time plus outer-curve quality flag,none from available local flags,0.7140784731274675,0.878610957481236,0.121389042518764
3,UGC07603,direct_sparc_m36_m39,clean_juvenile_failed_candidates,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9523174364504176,0.0476825635495824
3,UGC08490,direct_sparc_m36_m39,clean_juvenile_failed_candidates,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9313168939546372,0.0686831060453627
3,UGCA442,direct_sparc_m36_m39,clean_juvenile_failed_candidates,"Is the negative rank signal physical, observational, or both?",SFR/SFE/depletion time plus outer-curve quality flag,none from available local flags,1.0,0.7283296436857178,0.2716703563142821
4,GASS101001,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.8234655275335621,
4,GASS101026,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.9999999999993888,
4,GASS102001,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.985030779658327,
4,GASS108119,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.936654660929424,
4,GASS108140,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.6973126688285844,
4,GASS108148,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.7417690527926573,
4,GASS109082,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.6966593030895556,
4,GASS109127,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.8168470399572846,
4,GASS110082,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.7986419009404514,
4,GASS111071,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.7358272665428558,
4,GASS111075,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.6885727246762712,
4,GASS112113,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.9406720323648988,
4,GASS113114,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.7522897512489466,
4,GASS113134,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.9144377731469256,
4,GASS113137,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.7454685458828272,
4,GASS114117,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.7407008504468174,
4,GASS122004,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.9162660076906846,
4,GASS122005,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.7317514874047135,
4,GASS123001,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.8608729813749649,
4,GASS124028,xGASS_xCOLD,external_proxy_rows,Can the proxy row be upgraded to a direct onset/quality label?,"direct activation endpoint, resolved H I/IFU velocity field, baryonic mass/radius, outer target quality",gas/depletion proxy row; lacks direct SPARC-style activation endpoint,,0.8132832964740206,
5,ESO079-G014,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,1.0,0.996218678202334,0.0037813217976659
5,ESO116-G012,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9958398657553555,0.0041601342446444
5,ESO563-G021,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9965067712961494,0.0034932287038506
5,F571-8,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.989116265005514,0.010883734994486
5,F574-1,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,0.7162899142484588,0.9644786307875328,0.0355213692124671
5,F579-V1,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,local measurement-contamination flag; inclination extreme; high Vflat uncertainty,0.9142491219646848,0.992413427822064,0.007586572177936
5,IC4202,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,inclination extreme,1.0,0.9989977505526164,0.0010022494473835
5,NGC0024,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9967700933277948,0.0032299066722052
5,NGC0891,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,inclination extreme,0.7463354013850007,0.999309362309858,0.0006906376901419
5,NGC2403,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,approach/recede mismatch available; H I asymmetry index available; H I warp index available; H I disturbance score available,1.0,0.962639313919458,0.0373606860805419
5,NGC2841,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,approach/recede mismatch available; H I asymmetry index available; H I warp index available; H I disturbance score available,1.0,0.9044474448266796,0.0955525551733204
5,NGC2903,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,approach/recede mismatch available; H I asymmetry index available; H I warp index available; H I disturbance score available,0.8283195478752283,0.9796316360509264,0.0203683639490735
5,NGC2998,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.9057699266164848,0.9980586182764988,0.0019413817235012
5,NGC3521,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,approach/recede mismatch available; H I asymmetry index available; H I warp index available; H I disturbance score available,1.0,0.9753172958330408,0.0246827041669591
5,NGC3893,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9984545604861048,0.0015454395138951
5,NGC3917,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9979128741944217,0.0020871258055783
5,NGC3953,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,1.0,0.9988842089191448,0.0011157910808552
5,NGC3972,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,1.0,0.9978024001660872,0.0021975998339127
5,NGC3992,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.9868370153275026,0.999075285773183,0.0009247142268169
5,NGC4100,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.67139129365072,0.998849231983688,0.0011507680163119
5,NGC4157,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.5795487478493855,0.9962327086970604,0.0037672913029396
5,NGC4183,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.8004255086628022,0.9938938199637324,0.0061061800362676
5,NGC4217,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,inclination extreme,0.6483048725098944,0.999222647796811,0.0007773522031889
5,NGC5005,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,1.0,0.9956440649764569,0.0043559350235431
5,NGC5033,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9983909418708004,0.0016090581291996
5,NGC5907,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",measurement-quality audit before activation modeling,inclination extreme,0.8752901500946543,0.9987846303772032,0.0012153696227967
5,NGC5985,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9984480019617278,0.0015519980382722
5,NGC6195,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,0.6335265955764974,0.9961814047016194,0.0038185952983805
5,NGC6503,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9974979326339896,0.0025020673660104
5,NGC6674,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.7936659624078981,0.998190295533815,0.001809704466185
5,NGC7814,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",measurement-quality audit before activation modeling,inclination extreme,1.0,0.9993164932863492,0.0006835067136508
5,UGC02487,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.8833522354207538,0.9991110506091416,0.0008889493908583
5,UGC02885,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9978141780735728,0.0021858219264272
5,UGC03205,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,0.9358237580388178,0.998378534510539,0.0016214654894609
5,UGC03546,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,0.5752299067797505,0.9990413541671328,0.0009586458328671
5,UGC04325,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,1.0,0.98464612939655,0.0153538706034499
5,UGC06399,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,1.0,0.9832805176592008,0.0167194823407992
5,UGC06614,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,local measurement-contamination flag; high Vflat uncertainty,0.5475273979459897,0.9862254416591926,0.0137745583408074
5,UGC06786,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9988107639210796,0.0011892360789204
5,UGC06917,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",no immediate M40 quality label acquisition priority,none from available local flags,1.0,0.9908821261435712,0.0091178738564288
5,UGC06930,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",measurement-quality audit before activation modeling,local measurement-contamination flag; inclination extreme,0.8544600438959054,0.9841119366923928,0.0158880633076071
5,UGC06983,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,none from available local flags,1.0,0.9782945972844284,0.0217054027155716
5,UGC07151,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,inclination extreme,0.8056697407264045,0.9946672833714936,0.0053327166285064
5,UGC08286,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,inclination extreme,1.0,0.989223015078662,0.010776984921338
5,UGC11455,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",resolved H I asymmetry/warp and approaching-receding split,inclination extreme,1.0,0.9991191407538051,0.0008808592461948
5,UGC11914,direct_sparc_m36_m39,mature_controls,"Is the negative rank signal physical, observational, or both?",measurement-quality audit before activation modeling,local measurement-contamination flag; inclination extreme,1.0,0.9994895445712136,0.0005104554287863
