object_name,label_family,status,priority_rank,priority_bin,priority_reason,query_string,recommended_source_type,target_role
DDO064,H I asymmetry,missing_context_available,2,minimum_25_pool,missing_context_available;object_rank=2;primary_non_mature,"""DDO064"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
DDO064,SFE/depletion,missing_context_available,2,minimum_25_pool,missing_context_available;object_rank=2;primary_non_mature,"""DDO064"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
DDO064,Vrot/sigma,missing_context_available,2,minimum_25_pool,missing_context_available;object_rank=2;primary_non_mature,"""DDO064"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
DDO064,burstiness,missing_high_priority,2,minimum_25_pool,missing_high_priority;object_rank=2;primary_non_mature,"""DDO064"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
DDO064,centroid offset,missing_high_priority,2,minimum_25_pool,missing_high_priority;object_rank=2;primary_non_mature,"""DDO064"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
DDO064,external morphology,missing_high_priority,2,minimum_25_pool,missing_high_priority;object_rank=2;primary_non_mature,"""DDO064"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
DDO064,lopsidedness,missing_high_priority,2,minimum_25_pool,missing_high_priority;object_rank=2;primary_non_mature,"""DDO064"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
DDO064,warp / PA twist,missing_high_priority,2,minimum_25_pool,missing_high_priority;object_rank=2;primary_non_mature,"""DDO064"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
DDO161,A/R mismatch,missing_context_available,3,minimum_25_pool,missing_context_available;object_rank=3;primary_non_mature,"""DDO161"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
DDO161,H I asymmetry,missing_context_available,3,minimum_25_pool,missing_context_available;object_rank=3;primary_non_mature,"""DDO161"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
DDO161,SFE/depletion,missing_context_available,3,minimum_25_pool,missing_context_available;object_rank=3;primary_non_mature,"""DDO161"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
DDO161,Vrot/sigma,missing_context_available,3,minimum_25_pool,missing_context_available;object_rank=3;primary_non_mature,"""DDO161"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
DDO161,burstiness,missing_high_priority,3,minimum_25_pool,missing_high_priority;object_rank=3;primary_non_mature,"""DDO161"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
DDO161,centroid offset,missing_high_priority,3,minimum_25_pool,missing_high_priority;object_rank=3;primary_non_mature,"""DDO161"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
DDO161,external morphology,missing_high_priority,3,minimum_25_pool,missing_high_priority;object_rank=3;primary_non_mature,"""DDO161"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
DDO161,lopsidedness,missing_high_priority,3,minimum_25_pool,missing_high_priority;object_rank=3;primary_non_mature,"""DDO161"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
DDO161,warp / PA twist,missing_high_priority,3,minimum_25_pool,missing_high_priority;object_rank=3;primary_non_mature,"""DDO161"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
F563-1,A/R mismatch,missing_context_available,4,minimum_25_pool,missing_context_available;object_rank=4;primary_non_mature,"""F563-1"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
F563-1,H I asymmetry,missing_context_available,4,minimum_25_pool,missing_context_available;object_rank=4;primary_non_mature,"""F563-1"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
F563-1,SFE/depletion,missing_context_available,4,minimum_25_pool,missing_context_available;object_rank=4;primary_non_mature,"""F563-1"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
F563-1,Vrot/sigma,missing_context_available,4,minimum_25_pool,missing_context_available;object_rank=4;primary_non_mature,"""F563-1"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
F563-1,burstiness,missing_high_priority,4,minimum_25_pool,missing_high_priority;object_rank=4;primary_non_mature,"""F563-1"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
F563-1,centroid offset,missing_high_priority,4,minimum_25_pool,missing_high_priority;object_rank=4;primary_non_mature,"""F563-1"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
F563-1,external morphology,missing_high_priority,4,minimum_25_pool,missing_high_priority;object_rank=4;primary_non_mature,"""F563-1"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
F563-1,lopsidedness,missing_high_priority,4,minimum_25_pool,missing_high_priority;object_rank=4;primary_non_mature,"""F563-1"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
F563-1,warp / PA twist,missing_high_priority,4,minimum_25_pool,missing_high_priority;object_rank=4;primary_non_mature,"""F563-1"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
F563-V2,A/R mismatch,missing_context_available,5,minimum_25_pool,missing_context_available;object_rank=5;primary_non_mature,"""F563-V2"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
F563-V2,H I asymmetry,missing_context_available,5,minimum_25_pool,missing_context_available;object_rank=5;primary_non_mature,"""F563-V2"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
F563-V2,SFE/depletion,missing_context_available,5,minimum_25_pool,missing_context_available;object_rank=5;primary_non_mature,"""F563-V2"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
F563-V2,Vrot/sigma,missing_context_available,5,minimum_25_pool,missing_context_available;object_rank=5;primary_non_mature,"""F563-V2"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
F563-V2,burstiness,missing_high_priority,5,minimum_25_pool,missing_high_priority;object_rank=5;primary_non_mature,"""F563-V2"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
F563-V2,centroid offset,missing_high_priority,5,minimum_25_pool,missing_high_priority;object_rank=5;primary_non_mature,"""F563-V2"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
F563-V2,external morphology,missing_high_priority,5,minimum_25_pool,missing_high_priority;object_rank=5;primary_non_mature,"""F563-V2"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
F563-V2,lopsidedness,missing_high_priority,5,minimum_25_pool,missing_high_priority;object_rank=5;primary_non_mature,"""F563-V2"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
F563-V2,warp / PA twist,missing_high_priority,5,minimum_25_pool,missing_high_priority;object_rank=5;primary_non_mature,"""F563-V2"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
F568-V1,A/R mismatch,missing_context_available,6,minimum_25_pool,missing_context_available;object_rank=6;primary_non_mature,"""F568-V1"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
F568-V1,H I asymmetry,missing_context_available,6,minimum_25_pool,missing_context_available;object_rank=6;primary_non_mature,"""F568-V1"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
F568-V1,SFE/depletion,missing_context_available,6,minimum_25_pool,missing_context_available;object_rank=6;primary_non_mature,"""F568-V1"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
F568-V1,Vrot/sigma,missing_context_available,6,minimum_25_pool,missing_context_available;object_rank=6;primary_non_mature,"""F568-V1"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
F568-V1,burstiness,missing_high_priority,6,minimum_25_pool,missing_high_priority;object_rank=6;primary_non_mature,"""F568-V1"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
F568-V1,centroid offset,missing_high_priority,6,minimum_25_pool,missing_high_priority;object_rank=6;primary_non_mature,"""F568-V1"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
F568-V1,external morphology,missing_high_priority,6,minimum_25_pool,missing_high_priority;object_rank=6;primary_non_mature,"""F568-V1"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
F568-V1,lopsidedness,missing_high_priority,6,minimum_25_pool,missing_high_priority;object_rank=6;primary_non_mature,"""F568-V1"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
F568-V1,warp / PA twist,missing_high_priority,6,minimum_25_pool,missing_high_priority;object_rank=6;primary_non_mature,"""F568-V1"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
F583-1,A/R mismatch,missing_context_available,7,minimum_25_pool,missing_context_available;object_rank=7;primary_non_mature,"""F583-1"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
F583-1,H I asymmetry,missing_context_available,7,minimum_25_pool,missing_context_available;object_rank=7;primary_non_mature,"""F583-1"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
F583-1,SFE/depletion,missing_context_available,7,minimum_25_pool,missing_context_available;object_rank=7;primary_non_mature,"""F583-1"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
F583-1,Vrot/sigma,missing_context_available,7,minimum_25_pool,missing_context_available;object_rank=7;primary_non_mature,"""F583-1"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
F583-1,burstiness,missing_high_priority,7,minimum_25_pool,missing_high_priority;object_rank=7;primary_non_mature,"""F583-1"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
F583-1,centroid offset,missing_high_priority,7,minimum_25_pool,missing_high_priority;object_rank=7;primary_non_mature,"""F583-1"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
F583-1,external morphology,missing_high_priority,7,minimum_25_pool,missing_high_priority;object_rank=7;primary_non_mature,"""F583-1"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
F583-1,lopsidedness,missing_high_priority,7,minimum_25_pool,missing_high_priority;object_rank=7;primary_non_mature,"""F583-1"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
F583-1,warp / PA twist,missing_high_priority,7,minimum_25_pool,missing_high_priority;object_rank=7;primary_non_mature,"""F583-1"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
NGC0100,A/R mismatch,missing_context_available,8,minimum_25_pool,missing_context_available;object_rank=8;primary_non_mature,"""NGC0100"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
NGC0100,H I asymmetry,missing_context_available,8,minimum_25_pool,missing_context_available;object_rank=8;primary_non_mature,"""NGC0100"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
NGC0100,SFE/depletion,missing_context_available,8,minimum_25_pool,missing_context_available;object_rank=8;primary_non_mature,"""NGC0100"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
NGC0100,Vrot/sigma,missing_context_available,8,minimum_25_pool,missing_context_available;object_rank=8;primary_non_mature,"""NGC0100"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
NGC0100,burstiness,missing_high_priority,8,minimum_25_pool,missing_high_priority;object_rank=8;primary_non_mature,"""NGC0100"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
NGC0100,centroid offset,missing_high_priority,8,minimum_25_pool,missing_high_priority;object_rank=8;primary_non_mature,"""NGC0100"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
NGC0100,external morphology,missing_high_priority,8,minimum_25_pool,missing_high_priority;object_rank=8;primary_non_mature,"""NGC0100"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
NGC0100,lopsidedness,missing_high_priority,8,minimum_25_pool,missing_high_priority;object_rank=8;primary_non_mature,"""NGC0100"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
NGC0100,warp / PA twist,missing_high_priority,8,minimum_25_pool,missing_high_priority;object_rank=8;primary_non_mature,"""NGC0100"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
NGC1003,A/R mismatch,missing_context_available,9,minimum_25_pool,missing_context_available;object_rank=9;primary_non_mature,"""NGC1003"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
NGC1003,H I asymmetry,missing_context_available,9,minimum_25_pool,missing_context_available;object_rank=9;primary_non_mature,"""NGC1003"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
NGC1003,SFE/depletion,missing_context_available,9,minimum_25_pool,missing_context_available;object_rank=9;primary_non_mature,"""NGC1003"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
NGC1003,Vrot/sigma,missing_context_available,9,minimum_25_pool,missing_context_available;object_rank=9;primary_non_mature,"""NGC1003"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
NGC1003,burstiness,missing_high_priority,9,minimum_25_pool,missing_high_priority;object_rank=9;primary_non_mature,"""NGC1003"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
NGC1003,centroid offset,missing_high_priority,9,minimum_25_pool,missing_high_priority;object_rank=9;primary_non_mature,"""NGC1003"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
NGC1003,external morphology,missing_high_priority,9,minimum_25_pool,missing_high_priority;object_rank=9;primary_non_mature,"""NGC1003"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
NGC1003,lopsidedness,missing_high_priority,9,minimum_25_pool,missing_high_priority;object_rank=9;primary_non_mature,"""NGC1003"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
NGC1003,warp / PA twist,missing_high_priority,9,minimum_25_pool,missing_high_priority;object_rank=9;primary_non_mature,"""NGC1003"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
NGC3109,A/R mismatch,missing_context_available,10,minimum_25_pool,missing_context_available;object_rank=10;primary_non_mature,"""NGC3109"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
NGC3109,H I asymmetry,missing_context_available,10,minimum_25_pool,missing_context_available;object_rank=10;primary_non_mature,"""NGC3109"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
NGC3109,SFE/depletion,missing_context_available,10,minimum_25_pool,missing_context_available;object_rank=10;primary_non_mature,"""NGC3109"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
NGC3109,Vrot/sigma,missing_context_available,10,minimum_25_pool,missing_context_available;object_rank=10;primary_non_mature,"""NGC3109"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
NGC3109,burstiness,missing_high_priority,10,minimum_25_pool,missing_high_priority;object_rank=10;primary_non_mature,"""NGC3109"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
NGC3109,centroid offset,missing_high_priority,10,minimum_25_pool,missing_high_priority;object_rank=10;primary_non_mature,"""NGC3109"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
NGC3109,external morphology,missing_high_priority,10,minimum_25_pool,missing_high_priority;object_rank=10;primary_non_mature,"""NGC3109"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
NGC3109,lopsidedness,missing_high_priority,10,minimum_25_pool,missing_high_priority;object_rank=10;primary_non_mature,"""NGC3109"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
NGC3109,warp / PA twist,missing_high_priority,10,minimum_25_pool,missing_high_priority;object_rank=10;primary_non_mature,"""NGC3109"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
NGC3741,A/R mismatch,missing_context_available,11,minimum_25_pool,missing_context_available;object_rank=11;primary_non_mature,"""NGC3741"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
NGC3741,H I asymmetry,missing_context_available,11,minimum_25_pool,missing_context_available;object_rank=11;primary_non_mature,"""NGC3741"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
NGC3741,SFE/depletion,missing_context_available,11,minimum_25_pool,missing_context_available;object_rank=11;primary_non_mature,"""NGC3741"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
NGC3741,Vrot/sigma,missing_context_available,11,minimum_25_pool,missing_context_available;object_rank=11;primary_non_mature,"""NGC3741"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
NGC3741,burstiness,missing_high_priority,11,minimum_25_pool,missing_high_priority;object_rank=11;primary_non_mature,"""NGC3741"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
NGC3741,centroid offset,missing_high_priority,11,minimum_25_pool,missing_high_priority;object_rank=11;primary_non_mature,"""NGC3741"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
NGC3741,external morphology,missing_high_priority,11,minimum_25_pool,missing_high_priority;object_rank=11;primary_non_mature,"""NGC3741"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
NGC3741,lopsidedness,missing_high_priority,11,minimum_25_pool,missing_high_priority;object_rank=11;primary_non_mature,"""NGC3741"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
NGC3741,warp / PA twist,missing_high_priority,11,minimum_25_pool,missing_high_priority;object_rank=11;primary_non_mature,"""NGC3741"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
NGC5585,A/R mismatch,missing_context_available,12,minimum_25_pool,missing_context_available;object_rank=12;primary_non_mature,"""NGC5585"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
NGC5585,H I asymmetry,missing_context_available,12,minimum_25_pool,missing_context_available;object_rank=12;primary_non_mature,"""NGC5585"" ""H I"" asymmetry lopsidedness",resolved H I maps or map-level asymmetry literature,primary_non_mature_acquisition
NGC5585,SFE/depletion,missing_context_available,12,minimum_25_pool,missing_context_available;object_rank=12;primary_non_mature,"""NGC5585"" ""star formation efficiency"" ""depletion time"" ""H I""",same-object SFR plus H I/H2 gas mass/depletion measurements,primary_non_mature_acquisition
NGC5585,Vrot/sigma,missing_context_available,12,minimum_25_pool,missing_context_available;object_rank=12;primary_non_mature,"""NGC5585"" ""Vrot"" ""sigma"" ""velocity dispersion""",resolved kinematic survey or velocity-dispersion/rotation measurements,primary_non_mature_acquisition
NGC5585,burstiness,missing_high_priority,12,minimum_25_pool,missing_high_priority;object_rank=12;primary_non_mature,"""NGC5585"" burstiness ""star formation history"" Halpha FUV","resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",primary_non_mature_acquisition
NGC5585,centroid offset,missing_high_priority,12,minimum_25_pool,missing_high_priority;object_rank=12;primary_non_mature,"""NGC5585"" ""H I"" ""centroid offset"" stellar gas",H I/stellar centroid comparison from resolved maps,primary_non_mature_acquisition
NGC5585,external morphology,missing_high_priority,12,minimum_25_pool,missing_high_priority;object_rank=12;primary_non_mature,"""NGC5585"" morphology RC3 HyperLEDA NED S4G",RC3/HyperLEDA/NED/S4G or visual morphology catalog,primary_non_mature_acquisition
NGC5585,lopsidedness,missing_high_priority,12,minimum_25_pool,missing_high_priority;object_rank=12;primary_non_mature,"""NGC5585"" ""H I"" lopsidedness Fourier asymmetry",H I surface-density maps or Fourier/lopsidedness literature,primary_non_mature_acquisition
NGC5585,warp / PA twist,missing_high_priority,12,minimum_25_pool,missing_high_priority;object_rank=12;primary_non_mature,"""NGC5585"" ""H I"" warp ""position angle"" ""tilted ring""",tilted-ring H I velocity-field fits; PA twist literature,primary_non_mature_acquisition
UGC00128,A/R mismatch,missing_context_available,13,minimum_25_pool,missing_context_available;object_rank=13;primary_non_mature,"""UGC00128"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,primary_non_mature_acquisition
