object_name,label_family,decision,evidence_class,reason,tier_after_decision
NGC3741,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
NGC3741,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC3741,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
NGC3741,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
NGC3741,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC3741,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC3741,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC3741,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
NGC5585,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00128,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC00731,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01230,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC01281,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04278,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC04499,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,H I asymmetry,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct H I asymmetry map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,SFE/depletion,not_promoted,rotation_curve_context_only,"SPARC Rotmod does not provide SFE, gas-depletion time, or same-object SFR/gas depletion measurement.",unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,Vrot/sigma,not_promoted,rotation_curve_context_only,SPARC Rotmod gives Vobs rotation-curve points but no velocity-dispersion sigma component or Vrot/sigma ratio.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,burstiness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide time-resolved star-formation burstiness measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,centroid offset,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct centroid offset map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,lopsidedness,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide direct lopsidedness map-level measurement.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05005,warp / PA twist,not_promoted,rotation_curve_context_only,SPARC Rotmod gives rotation-curve component rows but no PA twist or tilted-ring PA variation label.,unpromoted_not_tier_a_map_level_dynamical_label
UGC05721,A/R mismatch,not_promoted,rotation_curve_context_only,SPARC Rotmod does not provide approaching/receding side rotation curves or A/R mismatch values.,unpromoted_not_tier_a_map_level_dynamical_label
