topic,source,rank,title,year,authors,venue,citationCount,doi,url,concepts,abstract,query,error
morphology_density,openalex,10,Galaxy And Mass Assembly (GAMA): end of survey report and data release 2,2015,J. Liske; I. K. Baldry; Simon P. Driver; R. J. Tuffs; Mehmet Alpaslan; E. Andrae,Monthly Notices of the Royal Astronomical Society,602,https://doi.org/10.1093/mnras/stv1436,https://openalex.org/W2148719886,Physics; Galaxy; Redshift; Photometry (optics); Astrophysics; Astronomy; Spectrograph; Star formation,"The Galaxy And Mass Assembly (GAMA) survey is one of the largest contemporary spectroscopic surveys of low redshift galaxies. Covering an area of 286 deg 2 (split among five survey regions) down to a limiting magnitude of r < 19.8 mag, we have collected spectra and reliable redshifts for 238 000 objects using the AAOmega spectrograph on the Anglo-Australian Telescope. In addition, we have assembled imaging data from a number of independent surveys in order to generate photometry spanning the wavelength range 1 nm-1 m. Here, we report on the recently completed spectroscopic survey and present a series of diagnostics to assess its final state and the quality of the redshift data. We also describe a number of survey aspects and procedures, or updates thereof, including changes to the input catalogue, redshifting and re-redshifting, and the derivation of ultraviolet, optical and near-infrared photometry. Finally, we present the second public release of GAMA data. In this release, we provide input catalogue and targeting information, spectra, redshifts, ultraviolet, optical and near-infrared photometry, single-component Srsic fits, stellar masses, H-derived star formation rates, environment information, and group properties for all galaxies with r < 19.0 mag in two of our survey regions, and for all galaxies with r < 19.4 mag in a third region (72 225 objects in total). The data base serving these data is available at http://www.gama-survey.org/.",morphology density relation galaxies Dressler spiral elliptical environment,
morphology_density,openalex,11,Galaxy Zoo Green Peas: discovery of a class of compact extremely star-forming galaxies,2009,Carolin Cardamone; Kevin Schawinski; Marc Sarzi; Steven P. Bamford; Nicola Bennert; C. M. Urry,Monthly Notices of the Royal Astronomical Society,567,https://doi.org/10.1111/j.1365-2966.2009.15383.x,https://openalex.org/W2144010090,Physics; Astrophysics; Galaxy; Redshift; Metallicity; Star formation; Astronomy; Stellar mass,"We investigate a class of rapidly growing emission line galaxies, known as “Green Peas,” first noted by volunteers in the Galaxy Zoo project because of their peculiar bright green colour and small size, unresolved in SDSS imaging. Their appearance is due to very strong optical emission lines, namely [O III] λ5007 ˚A, with an unusually large equivalent width of up to ∼1000 ˚A. We discuss a well-defined sample of 251 colour-selected objects, most of which are strongly star forming, although there are some AGN interlopers including 8 newly discovered Narrow Line Seyfert 1 galaxies. The star-forming Peas are low mass galaxies",morphology density relation galaxies Dressler spiral elliptical environment,
morphology_density,openalex,12,Galaxy ecology: groups and low-density environments in the SDSS and 2dFGRS,2004,Michael Balogh; Vince Eke; Chris Miller; Ian Lewis; Richard Bower; Warrick Couch,Monthly Notices of the Royal Astronomical Society,505,https://doi.org/10.1111/j.1365-2966.2004.07453.x,https://openalex.org/W2085360766,Physics; Astrophysics; Galaxy; Sky; Galaxy group; Astronomy; Velocity dispersion; Population,"We analyse the observed correlation between galaxy environment and H emission-line strength, using volume-limited samples and group catalogues of 24 968 galaxies at 0.05 < z < 0.095, drawn from the 2dF Galaxy Redshift Survey (M b J < -19.5) and the Sloan Digital Sky Survey (M r < -20.6). We characterize the environment by: (1) 5 , the surface number density of galaxies determined by the projected distance to the fifth nearest neighbour; and (2) 1.1 and 5.5 , three-dimensional density estimates obtained by convolving the galaxy distribution with Gaussian kernels of dispersion 1.1 and 5.5 Mpc, respectively. We find that star-forming and quiescent galaxies form two distinct populations, as characterized by their H equivalent width, W 0 (H). The relative numbers of star-forming and quiescent galaxies vary strongly and continuously with local density. However, the distribution of W 0 (H) amongst the star-forming population is independent of environment. The fraction of star-forming galaxies shows strong sensitivity to the density on large scales, 5.5 , which is likely independent of the trend with local density, 1.1 . We use two differently selected group catalogues to demonstrate that the correlation with galaxy density is approximately independent of group velocity dispersion, for = 200-1000 km s -1 . Even in the lowest-density environments, no more than",morphology density relation galaxies Dressler spiral elliptical environment,
main_sequence_quenching,openalex,3,"Star Formation in AEGIS Field Galaxies since <i>z</i>  = 1.1: The Dominance of Gradually Declining Star Formation, and the Main Sequence of Star-forming Galaxies",2007,K. G. Noeske; Benjamin J. Weiner; S. M. Faber; Casey Papovich; David C. Koo; Rachel S. Somerville,The Astrophysical Journal,1956,https://doi.org/10.1086/517926,https://openalex.org/W2125977823,Physics; Astrophysics; Redshift; Galaxy; Star formation; Photometry (optics); Stellar mass; Astronomy,"This is the publisher's version, also available electronically from http://iopscience.iop.org/1538-4357/660/1/L43/.",star forming main sequence quenching galaxies gas fraction morphology,
main_sequence_quenching,openalex,8,"A semi-analytic model for the co-evolution of galaxies, black holes and active galactic nuclei",2008,Rachel S. Somerville; Philip F. Hopkins; Thomas J. Cox; Brant Robertson; Lars Hernquist,Monthly Notices of the Royal Astronomical Society,1165,https://doi.org/10.1111/j.1365-2966.2008.13805.x,https://openalex.org/W2120523711,Physics; Astrophysics; Star formation; Astronomy; Supermassive black hole; Stellar mass; Galaxy; Galaxy formation and evolution,"We present a new semi-analytic model that self-consistently traces the growth of supermassive black holes (BH) and their host galaxies within the context of the Lambda cold dark matter ( CDM) cosmological framework. In our model, the energy emitted by accreting black holes regulates the growth of the black holes themselves, drives galactic scale winds that can remove cold gas from galaxies, and produces powerful jets that heat the hot gas atmospheres surrounding groups and clusters. We present a comprehensive comparison of our model predictions with observational measurements of key physical properties of low-redshift galaxies, such as cold gas fractions, stellar metallicities and ages, and specific star formation rates. We find that our new models successfully reproduce the exponential cut-off in the stellar mass function and the stellar and cold gas mass densities at z 0, and predict that star formation should be largely, but not entirely, quenched in massive galaxies at the present day. We also find that our model of self-regulated BH growth naturally reproduces the observed relation between BH mass and bulge mass. We explore the global formation history of galaxies and black holes in our models, presenting predictions for the cosmic histories of star formation, stellar mass assembly, cold gas and metals. We find that models assuming the 'concordance' CDM cosmology overproduce star formation and stellar mass at high redshift (z 2). A model with less small-scale power predi",star forming main sequence quenching galaxies gas fraction morphology,
main_sequence_quenching,openalex,11,Galaxy Luminosity Functions to<i>z</i>∼1 from DEEP2 and COMBO‐17: Implications for Red Galaxy Formation,2007,S. M. Faber; Christopher N. A. Willmer; Christian Wolf; David C. Koo; Benjamin J. Weiner; Jeffrey A. Newman,The Astrophysical Journal,1116,https://doi.org/10.1086/519294,https://openalex.org/W2095917766,Physics; Astrophysics; Elliptical galaxy; Astronomy; Galaxy; Luminous infrared galaxy; Stellar mass; Lenticular galaxy,"The DEEP2 and COMBO-17 surveys are compared to study luminosity functions of red and blue galaxies to z ~ 1. The two surveys have different methods and sensitivities, but nevertheless results agree. After z ~ 1, Mimg1.gif has dimmed by 1.2-1.3 mag for all colors of galaxies, phgr* for blue galaxies has hardly changed, and phgr* for red galaxies has at least doubled (our formal value is ~0.5 dex). Luminosity density jB has fallen by 0.6 dex for blue galaxies but has remained nearly constant for red galaxies. These results imply that the number and total stellar mass of blue galaxies have been substantially constant since z ~ 1, whereas those of red galaxies (near L*) have been significantly rising. To explain the new red galaxies, a ``mixed'' scenario is proposed in which star formation in blue cloud galaxies is quenched, causing them to migrate to the red sequence, where they merge further in a small number of stellar mergers. This mixed scenario matches the local boxy-disky transition for nearby ellipticals, as well as red sequence stellar population scaling laws such as the color-magnitude and Mg-σ relations (which are explained as fossil relics from blue progenitors). Blue galaxies enter the red sequence via different quenching modes, each of which peaks at a different characteristic mass and time. The red sequence therefore likely builds up in different ways at different times and masses, and the concept of a single process that is ``downsizing'' (or upsizing) probably do",star forming main sequence quenching galaxies gas fraction morphology,
main_sequence_quenching,openalex,12,FIRE-2 simulations: physics versus numerics in galaxy formation,2018,Philip F. Hopkins; Andrew Wetzel; Dušan Kereš; Claude‐André Faucher‐Giguère; Eliot Quataert; Michael Boylan-Kolchin,Monthly Notices of the Royal Astronomical Society,1100,https://doi.org/10.1093/mnras/sty1690,https://openalex.org/W2589317285,Physics; Astrophysics; Galaxy; Supernova; Star formation; Galaxy formation and evolution; Accretion (finance); Gravitation,"The Feedback In Realistic Environments (FIRE) project explores feedback in cosmological galaxy formation simulations. Previous FIRE simulations used an identical source code ('FIRE-1') for consistency. Motivated by the development of more accurate numerics -including hydrodynamic solvers, gravitational softening, and supernova coupling algorithms -and exploration of new physics (e.g. magnetic fields), we introduce 'FIRE-2', an updated numerical implementation of FIRE physics for the gizmo code. We run a suite of simulations and compare against FIRE-1: overall, FIRE-2 improvements do not qualitatively change galaxy-scale properties. We pursue an extensive study of numerics versus physics. Details of the star formation algorithm, cooling physics, and chemistry have weak effects provided that we include metal-line cooling and star formation occurs at higher-than-mean densities. We present new resolution criteria for high-resolution galaxy simulations. Most galaxy-scale properties are robust to numerics we test, provided: (1) Toomre masses are resolved; (2) feedback coupling ensures conservation, and (3) individual supernovae are time-resolved. Stellar masses and profiles are most robust to resolution, followed by metal abundances and morphologies, followed by properties of winds and circum-galactic media. Central (kpc) mass concentrations in massive (>L*) galaxies are sensitive to numerics (via trapping/recycling of winds in hot haloes). Multiple feedback mechanisms play key rol",star forming main sequence quenching galaxies gas fraction morphology,
gas_regulator,openalex,1,The green valley is a red herring: Galaxy Zoo reveals two evolutionary pathways towards quenching of star formation in early- and late-type galaxies★,2014,Kevin Schawinski; C. M. Urry; Brooke Simmons; L. Fortson; Sugata Kaviraj; William C. Keel,Monthly Notices of the Royal Astronomical Society,702,https://doi.org/10.1093/mnras/stu327,https://openalex.org/W2153048564,Physics; Astrophysics; Peculiar galaxy; Star formation; Galaxy; Astronomy; Elliptical galaxy; Galaxy formation and evolution,"We use SDSS+GALEX+Galaxy Zoo data to study the quenching of star formation in low-redshift galaxies. We show that the green valley between the blue cloud of star-forming galaxies and the red sequence of quiescent galaxies in the colour–mass diagram is not a single transitional state through which most blue galaxies evolve into red galaxies. Rather, an analysis that takes morphology into account makes clear that only a small population of blue early-type galaxies move rapidly across the green valley after the morphologies are transformed from disc to spheroid and star formation is quenched rapidly. In contrast, the majority of blue star-forming galaxies have significant discs, and they retain their late-type morphologies as their star formation rates decline very slowly. We summarize a range of observations that lead to these conclusions, including UV–optical colours and halo masses, which both show a striking dependence on morphological type. We interpret these results in terms of the evolution of cosmic gas supply and gas reservoirs. We conclude that late-type galaxies are consistent with a scenario where the cosmic supply of gas is shut off, perhaps at a critical halo mass, followed by a slow exhaustion of the remaining gas over several Gyr, driven by secular and/or environmental processes. In contrast, early-type galaxies require a scenario where the gas supply and gas reservoir are destroyed virtually instantaneously, with rapid quenching accompanied by a morphological tr",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,2,De re metallica: the cosmic chemical evolution of galaxies,2019,R. Maiolino; F. Mannucci,The Astronomy and Astrophysics Review,666,https://doi.org/10.1007/s00159-018-0112-2,https://openalex.org/W2901112184,Physics; Astrophysics; Astronomy; Galaxy; Chemical evolution; COSMIC cancer database; Galaxy formation and evolution; Astrobiology,,gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,3,The MOSDEF Survey: The Evolution of the Mass–Metallicity Relation from z = 0 to z ∼ 3.3*,2021,Ryan L. Sanders; Alice E. Shapley; Tucker Jones; Naveen A. Reddy; Mariska Kriek; Brian Siana,The Astrophysical Journal,262,https://doi.org/10.3847/1538-4357/abf4c1,https://openalex.org/W3084483169,Physics; Astrophysics; Metallicity; Redshift; Galaxy; Star formation; Stellar mass; Scaling,"Abstract We investigate the evolution of galaxy gas-phase metallicity (O/H) over the range z = 0–3.3 using samples of ∼300 galaxies at z ∼ 2.3 and ∼150 galaxies at z ∼ 3.3 from the MOSDEF survey. This analysis crucially utilizes different metallicity calibrations at z ∼ 0 and z &gt; 1 to account for evolving interstellar medium (ISM) conditions. We find significant correlations between O/H and stellar mass ( M * ) at z ∼ 2.3 and z ∼ 3.3. The low-mass power-law slope of the mass–metallicity relation (MZR) is remarkably invariant over z = 0–3.3, such that O/H ∝ at all redshifts in this range. At fixed M * , O/H decreases with increasing redshift as d log(O/H)/ dz = −0.11 ± 0.02. We find no evidence that the fundamental metallicity relation between M * , O/H, and star formation rate evolves out to z ∼ 3.3. We employ analytic chemical evolution models to place constraints on the mass and metal loading factors of galactic outflows. The efficiency of metal removal increases toward lower M * at fixed redshift and toward higher redshift at fixed M * . These models suggest that the slope of the MZR is primarily set by the scaling of the outflow metal loading factor with M * , not by the change in gas fraction as a function of M * . The evolution toward lower O/H at fixed M * with increasing redshift is driven by both higher gas fraction (leading to stronger dilution of ISM metals) and higher metal removal efficiency. These results suggest that the processes governing the smooth baryon",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,4,From haloes to Galaxies – I. The dynamics of the gas regulator model and the implied cosmic sSFR history,2014,Yingjie Peng; R. Maiolino,Monthly Notices of the Royal Astronomical Society,138,https://doi.org/10.1093/mnras/stu1288,https://openalex.org/W1996668956,Physics; Galaxy; Astrophysics; Star formation; Metallicity; Stellar mass; Galaxy formation and evolution,"We explore the basic parameters that drive the evolution of the fundamental properties of star-forming galaxies within the ‘gas regulator model’, or bathtub-model. From the five basic equations of the typical gas regulator model, we derive the general analytic form of the evolution of the key galaxy properties, i.e. gas mass, star formation rate (SFR), stellar mass, specific SFR (sSFR), gas fraction, gas phase metallicity and stellar metallicity, without assuming that galaxies live in the equilibrium state. We find that the timescale required to reach equilibrium, τeq, which is determined by the product of star formation efficiency ɛ and mass-loading factor λ, is the central parameter in the gas regulator model that is essentially in control of the evolution of all key galaxy properties. The scatters in most of the key scaling relations, such as the stellar mass–SFR relation and stellar mass–metallicity relation, are primarily governed by τeq. Most strikingly, the predicted sSFR evolution is controlled solely by τeq (apart from the cosmic time), independent of the gas inflow rate and of the individual values of ɛ and λ. Although the precise evolution of the sSFR depends on τeq, the sSFR history is largely insensitive to different values of τeq. The difference between the minimum and maximum sSFR at any epoch is less than a factor of 4 for any given values of τeq. The shape of the predicted sSFR history simply mimics that of the specific mass increase rate of the dark matter h",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,5,The MUSE Atlas of Disks (MAD): resolving star formation rates and gas metallicities on &lt;100 pc scales†,2019,Santiago Erroz-Ferrer; C. M. Carollo; Mark den Brok; Masato Onodera; J. Brinchmann; R. A. Marino,Monthly Notices of the Royal Astronomical Society,107,https://doi.org/10.1093/mnras/stz194,https://openalex.org/W2910037168,Physics; Astrophysics; Atlas (anatomy); Astronomy; Star formation; Star (game theory); Galaxy; Medicine,"We study the physical properties of the ionized gas in local discs using the sample of 38 nearby 10 8.5-11.2 M Star-Forming Main-Sequence (SFMS) galaxies observed so far as part of the MUSE Atlas of Disks (MAD). Specifically, we use all strong emission lines in the MUSE wavelength range 4650-9300 to investigate the resolved ionized gas properties on 100 pc scales. This spatial resolution enables us to disentangle H II regions from the diffuse ionized gas (DIG) in the computation of gas metallicities and star formation rates (SFRs) of star-forming regions. The gas metallicities generally decrease with radius. The metallicity of the H II regions is on average 0.1 dex higher than that of the DIG, but the metallicity radial gradient in both components is similar. The mean metallicities within the inner galaxy cores correlate with the total stellar mass of the galaxies. On our < 100 pc scales, we find two correlations previously reported at kpc scales: a spatially resolved mass-metallicity relation (RMZR) and a spatially resolved SFMS (RSFMS). We find no secondary dependence of the RMZR with the SFR density. We find that both resolved relations have a local origin, as they do not depend on the total stellar mass. The observational results of this paper are consistent with the inside-out scenario for the growth of galactic disks.",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,6,Equilibrium model constraints on baryon cycling across cosmic time,2015,Sourav Mitra; Romeel Davé; Kristian Finlator,Monthly Notices of the Royal Astronomical Society,79,https://doi.org/10.1093/mnras/stv1387,https://openalex.org/W1898419174,Physics; Astrophysics; Galaxy formation and evolution; Star formation; Protogalaxy; Galaxy; Stellar mass; Redshift,"Galaxies strongly self-regulate their growth via energetic feedback from stars, supernovae, and black holes, but these processes are among the least understood aspects of galaxy formation theory. We present an analytic galaxy evolution model that directly constrains such feedback processes from observed galaxy scaling relations. The equilibrium model, which is broadly valid for star-forming central galaxies that dominate cosmic star formation, is based on the ansatz that galaxies live in a slowly evolving equilibrium between inflows, outflows, and star formation. Using a Bayesian Monte Carlo Markov chain approach, we constrain our model to match observed galaxy scaling relations between stellar mass and halo mass, star formation rate, and metallicity from 0 < z < 2. A good fit ( 2 1.6) is achieved with eight free parameters. We further show that constraining our model to any two of the three data sets also produces a fit to the third that is within reasonable systematic uncertainties. The resulting bestfitting parameters that describe baryon cycling suggest galactic outflow scalings intermediate between energy and momentum-driven winds, a weak dependence of wind recycling time on mass, and a quenching mass scale that evolves modestly upwards with redshift. This model further predicts a stellar mass-star formation rate relation that is in good agreement with observations to z 6. Our results suggest that this simple analytic framework captures the basic physical processes requi",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,7,Slow-then-rapid quenching as traced by tentative evidence for enhanced metallicities of cluster galaxies at <i>z</i> ∼ 0.2 in the slow quenching phase,2018,C. Maier; B. Ziegler; C. P. Haines; G. P. Smith,Astronomy and Astrophysics,54,https://doi.org/10.1051/0004-6361/201834290,https://openalex.org/W2900651037,Astrophysics; Physics; Cluster (spacecraft); Star formation; Galaxy cluster; Galaxy; Metallicity; Quenching (fluorescence),"Aims. As large-scale structures in the Universe develop with time, environmental effects become more and more important as a star formation quenching mechanism. Since the effects of environmental quenching are more pronounced in denser structures that form at later times, we seek to constrain environmental quenching processes using cluster galaxies at z &lt; 0.3. Methods. We explored seven clusters from the Local Cluster Substructure Survey (LoCuSS) at 0.15 &lt; z &lt; 0.26 with spectra of 1965 cluster members in a mass-complete sample from the ACReS (Arizona Cluster Redshift Survey) Hectospec survey covering a region that corresponds to about three virial radii for each cluster. We measured fluxes of [O II] λ 3727, H β , [O III] λ 5007, H α , and [N II] λ 6584 emission lines of cluster members, enabling us to unambiguously derive O/H gas metallicities. We also measured star formation rates (SFRs) from extinction-corrected H α fluxes. We compared our cluster galaxy sample with a field sample of 705 galaxies at similar redshifts observed with Hectospec as part of the same survey. Results. We find that star-forming cluster and field galaxies show similar median specific SFRs in a given mass bin of 1 − 3.2 × 10 10 M ⊙ and 3.2 − 10 × 10 10 M ⊙ , respectively. But their O/H values are displaced, in the lower mass bin, to higher values (significance 2.4 σ ) at projected radii of R &lt; R 200 compared with galaxies at larger radii and in the field. The comparison with metallicity-SF",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,8,The new galaxy evolution paradigm revealed by the Herschel surveys,2017,Stephen Eales; Dan Smith; N. Bourne; J. Loveday; Kate Rowlands; P. van der Werf,Monthly Notices of the Royal Astronomical Society,47,https://doi.org/10.1093/mnras/stx2548,https://openalex.org/W2762708021,Physics; Astrophysics; Astronomy; Galaxy formation and evolution; Lenticular galaxy; Galaxy; Elliptical galaxy; Galaxy merger,"The Herschel Space Observatory has revealed a very different galaxyscape from that shown by optical surveys which presents a challenge for galaxy-evolution models. The Herschel surveys reveal (1) that there was rapid galaxy evolution in the very recent past and (2) that galaxies lie on a single Galaxy Sequence (GS) rather than a star-forming ‘main sequence’ and a separate region of ‘passive’ or ‘red-and-dead’ galaxies. The form of the GS is now clearer because far-infrared surveys such as the Herschel ATLAS pick up a population of optically red star-forming galaxies that would have been classified as passive using most optical criteria. The space-density of this population is at least as high as the traditional star-forming population. By stacking spectra of H-ATLAS galaxies over the redshift range 0.001 &lt; z &lt; 0.4, we show that the galaxies responsible for the rapid low-redshift evolution have high stellar masses, high star-formation rates but, even several billion years in the past, old stellar populations – they are thus likely to be relatively recent ancestors of early-type galaxies in the Universe today. The form of the GS is inconsistent with rapid quenching models and neither the analytic bathtub model nor the hydrodynamical EAGLE simulation can reproduce the rapid cosmic evolution. We propose a new gentler model of galaxy evolution that can explain the new Herschel results and other key properties of the galaxy population.",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,9,Understanding chemical evolution in resolved galaxies – I. The local star fraction–metallicity relation,2015,Y. Ascasíbar; M. Gavilán; Noa Pinto; J. Casado; F. F. Rosales-Ortega; Á. I. Díaz,Monthly Notices of the Royal Astronomical Society,40,https://doi.org/10.1093/mnras/stv098,https://openalex.org/W2160171276,Physics; Metallicity; Astrophysics; Galaxy; Stellar mass; Star formation; Accretion (finance); Astronomy,"This work studies the relation between gas-phase oxygen abundance and stellar-to-gas fraction in nearby galaxies. We first derive the theoretical prediction, and argue that this relation is fundamental, in the sense that it must be verified regardless of the details of the gas accretion and star formation histories. Moreover, it should hold on 'local' scales, i.e. in regions of the order of 1 kpc. These predictions are then compared with a set of spectroscopic observations, including both integrated and resolved data. Although the results depend somewhat on the adopted metallicity calibration, observed galaxies are consistent with the predicted relation, imposing tight constraints on the mass-loading factor of (enriched) galactic winds. The proposed parametrization of the star fraction-metallicity relation is able to describe the observed dependence of the oxygen abundance on gas mass at fixed stellar mass. However, the 'local' mass-metallicity relation also depends on the relation between stellar and gas surface densities.",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,10,"CO Emission, Molecular Gas, and Metallicity in Main-sequence Star-forming Galaxies at z ∼ 2.3*",2023,Ryan L. Sanders; Alice E. Shapley; Tucker Jones; Irene Shivaei; Gergö Popping; Naveen A. Reddy,The Astrophysical Journal,30,https://doi.org/10.3847/1538-4357/aca46f,https://openalex.org/W4313580493,Physics; Algorithm; Materials science; Computer science,"Abstract We present observations of CO(3−2) in 13 main-sequence z = 2.0–2.5 star-forming galaxies at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:mi>log</mml:mi> <mml:mo stretchy=""false"">(</mml:mo> <mml:msub> <mml:mrow> <mml:mi>M</mml:mi> </mml:mrow> <mml:mrow> <mml:mo>*</mml:mo> </mml:mrow> </mml:msub> <mml:mrow> <mml:mo stretchy=""true"">/</mml:mo> </mml:mrow> <mml:msub> <mml:mrow> <mml:mi>M</mml:mi> </mml:mrow> <mml:mrow> <mml:mo>⊙</mml:mo> </mml:mrow> </mml:msub> <mml:mo stretchy=""false"">)</mml:mo> <mml:mo>=</mml:mo> <mml:mn>10.2</mml:mn> <mml:mo>–</mml:mo> <mml:mn>10.6</mml:mn> </mml:math> that span a wide range in metallicity (O/H) based on rest-optical spectroscopy. We find that <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:msubsup> <mml:mrow> <mml:mi>L</mml:mi> </mml:mrow> <mml:mrow> <mml:mi>CO</mml:mi> <mml:mo stretchy=""false"">(</mml:mo> <mml:mn>3</mml:mn> <mml:mo>−</mml:mo> <mml:mn>2</mml:mn> <mml:mo stretchy=""false"">)</mml:mo> </mml:mrow> <mml:mrow> <mml:mo accent=""true"">′</mml:mo> </mml:mrow> </mml:msubsup> </mml:math> /SFR decreases with decreasing metallicity, implying that the CO luminosity per unit gas mass is lower in low-metallicity galaxies at z ∼ 2. We constrain the CO-to-H 2 conversion factor ( α CO ) and find that α CO inversely correlates with metallicity at z ∼ 2. We derive molecular gas masses ( M mol ) and characterize the relations among M * , SFR, M mol , and metallicity. At z ∼ 2",gas regulator bathtub model galaxy evolution Lilly equilibrium,
gas_regulator,openalex,12,"The interplay between feedback, accretion, transport, and winds in setting gas-phase metal distribution in galaxies",2024,Piyush Sharda; Omri Ginzburg; Mark R. Krumholz; John C. Forbes; Emily Wisnioski; Matilde Mingozzi,Monthly Notices of the Royal Astronomical Society,22,https://doi.org/10.1093/mnras/stae088,https://openalex.org/W4390746276,Physics; Accretion (finance); Astrophysics; Galaxy; Astronomy; Active galactic nucleus,"ABSTRACT The recent decade has seen an exponential growth in spatially resolved metallicity measurements in the interstellar medium (ISM) of galaxies. To first order, these measurements are characterized by the slope of the radial metallicity profile, known as the metallicity gradient. In this work, we model the relative role of star formation feedback, gas transport, cosmic gas accretion, and galactic winds in driving radial metallicity profiles and setting the mass–metallicity gradient relation (MZGR). We include a comprehensive treatment of these processes by including them as sources that supply mass, metals, and energy to marginally unstable galactic discs in pressure and energy balance. We show that both feedback and accretion that can drive turbulence and enhance metal-mixing via diffusion are crucial to reproduce the observed MZGR in local galaxies. Metal transport also contributes to setting metallicity profiles, but it is sensitive to the strength of radial gas flows in galaxies. While the mass loading of galactic winds is important to reproduce the mass–metallicity relation (MZR), we find that metal mass loading is more important to reproducing the MZGR. Specifically, our model predicts preferential metal enrichment of galactic winds in low-mass galaxies. This conclusion is robust against our adopted scaling of the wind mass-loading factor, uncertainties in measured wind metallicities, and systematics due to metallicity calibrations. Overall, we find that at z ∼ 0,",gas regulator bathtub model galaxy evolution Lilly equilibrium,
kennicutt_schmidt,openalex,3,Theory of Star Formation,2007,Christopher F. McKee; Eve C. Ostriker,Annual Review of Astronomy and Astrophysics,2435,https://doi.org/10.1146/annurev.astro.45.051806.110602,https://openalex.org/W2140347367,Physics; Star formation; Molecular cloud; Astrophysics; Initial mass function; Gravitation; Astronomy; Stars,"We review current understanding of star formation, outlining an overall theoretical framework and the observations that motivate it. A conception of star formation has emerged in which turbulence plays a dual role, both creating overdensities to initiate gravitational contraction or collapse, and countering the effects of gravity in these overdense regions. The key dynamical processes involved in star formation—turbulence, magnetic fields, and self-gravity—are highly nonlinear and multidimensional. Physical arguments are used to identify and explain the features and scalings involved in star formation, and results from numerical simulations are used to quantify these effects. We divide star formation into large-scale and small-scale regimes and review each in turn. Large scales range from galaxies to giant molecular clouds (GMCs) and their substructures. Important problems include how GMCs form and evolve, what determines the star formation rate (SFR), and what determines the initial mass function (IMF). Small scales range from dense cores to the protostellar systems they beget. We discuss formation of both low- and high-mass stars, including ongoing accretion. The development of winds and outflows is increasingly well understood, as are the mechanisms governing angular momentum transport in disks. Although outstanding questions remain, the framework is now in place to build a comprehensive theory of star formation that will be tested by the next generation of telescopes.",Kennicutt Schmidt law gas surface density star formation galaxies,
kennicutt_schmidt,openalex,4,Stellar masses and star formation histories for 10<sup>5</sup>galaxies from the Sloan Digital Sky Survey,2003,Guinevere Kauffmann; Timothy M. Heckman; D. M. Simon White; S. Charlot; Christy Tremonti; J. Brinchmann,Monthly Notices of the Royal Astronomical Society,2419,https://doi.org/10.1046/j.1365-8711.2003.06291.x,https://openalex.org/W2080927107,Physics; Astrophysics; Stellar mass; Galaxy; Astronomy; Initial mass function; Photometry (optics); Star formation,"We develop a new method to constrain the star formation histories, dust attenuation and stellar masses of galaxies. It is based on two stellar absorption line indices, the 4000 break strength and the Balmer absorption line index H A . Together, these indices allow us to constrain the mean stellar ages of galaxies and the fractional stellar mass formed in bursts over the past few Gyr. A comparison with broad band photometry then yields estimates of dust attenuation and of stellar mass. We generate a large library of Monte Carlo realizations of different star formation histories, including starbursts of varying strength and a range of metallicities. We use this library to generate median likelihood estimates of burst mass fractions, dust attenuation strengths, stellar masses and stellar mass-to-light ratios for a sample of 122,808 galaxies drawn from the Sloan Digital Sky Survey. The typical 95% confidence range in our estimated stellar masses is 40 %. We study how the stellar mass-to-light ratios of galaxies vary as a function of absolute magnitude, concentration index and photometric pass-band and how dust attenuation varies as a function of absolute magnitude and 4000 break strength. We also calculate how the total stellar mass of the present Universe is distributed over galaxies as a function of their mass, size, concentration, colour, burst mass fraction and surface mass density. We find that most of the stellar mass in the local Universe resides in galaxies that have, to ",Kennicutt Schmidt law gas surface density star formation galaxies,
