object_name,label_family,priority_rank,priority_bin,target_role,unresolved_reason,recommended_next_action
DDO064,H I asymmetry,2,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for DDO064 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO064,SFE/depletion,2,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO064 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO064,Vrot/sigma,2,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO064 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO064,burstiness,2,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO064 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO064,centroid offset,2,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO064 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO064,external morphology,2,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO064 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO064,lopsidedness,2,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO064 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO064,warp / PA twist,2,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for DDO064 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,A/R mismatch,3,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for DDO161 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,H I asymmetry,3,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for DDO161 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,SFE/depletion,3,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO161 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,Vrot/sigma,3,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO161 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,burstiness,3,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO161 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,centroid offset,3,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO161 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,external morphology,3,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO161 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,lopsidedness,3,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for DDO161 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
DDO161,warp / PA twist,3,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for DDO161 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,A/R mismatch,4,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F563-1 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,H I asymmetry,4,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F563-1 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,SFE/depletion,4,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-1 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,Vrot/sigma,4,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-1 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,burstiness,4,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-1 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,centroid offset,4,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-1 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,external morphology,4,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-1 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,lopsidedness,4,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-1 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-1,warp / PA twist,4,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F563-1 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,A/R mismatch,5,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F563-V2 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,H I asymmetry,5,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F563-V2 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,SFE/depletion,5,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-V2 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,Vrot/sigma,5,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-V2 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,burstiness,5,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-V2 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,centroid offset,5,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-V2 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,external morphology,5,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-V2 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,lopsidedness,5,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F563-V2 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F563-V2,warp / PA twist,5,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F563-V2 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,A/R mismatch,6,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F568-V1 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,H I asymmetry,6,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F568-V1 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,SFE/depletion,6,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F568-V1 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,Vrot/sigma,6,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F568-V1 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,burstiness,6,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F568-V1 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,centroid offset,6,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F568-V1 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,external morphology,6,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F568-V1 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,lopsidedness,6,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F568-V1 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F568-V1,warp / PA twist,6,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F568-V1 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,A/R mismatch,7,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F583-1 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,H I asymmetry,7,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F583-1 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,SFE/depletion,7,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F583-1 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,Vrot/sigma,7,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F583-1 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,burstiness,7,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F583-1 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,centroid offset,7,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F583-1 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,external morphology,7,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F583-1 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,lopsidedness,7,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for F583-1 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
F583-1,warp / PA twist,7,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for F583-1 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,A/R mismatch,8,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for NGC0100 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,H I asymmetry,8,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for NGC0100 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,SFE/depletion,8,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC0100 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,Vrot/sigma,8,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC0100 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,burstiness,8,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC0100 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,centroid offset,8,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC0100 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,external morphology,8,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC0100 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,lopsidedness,8,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC0100 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC0100,warp / PA twist,8,minimum_25_pool,primary_non_mature_acquisition,no_source_lead_or_search_error_in_pilot,Acquire same-object source-level measurement for NGC0100 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,A/R mismatch,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,H I asymmetry,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,SFE/depletion,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,Vrot/sigma,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,burstiness,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,centroid offset,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,external morphology,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,lopsidedness,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC1003,warp / PA twist,9,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC1003 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,A/R mismatch,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,H I asymmetry,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,SFE/depletion,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,Vrot/sigma,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,burstiness,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,centroid offset,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,external morphology,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,lopsidedness,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3109,warp / PA twist,10,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3109 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,A/R mismatch,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,H I asymmetry,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,SFE/depletion,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,Vrot/sigma,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,burstiness,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,centroid offset,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,external morphology,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,lopsidedness,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC3741,warp / PA twist,11,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC3741 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,A/R mismatch,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,H I asymmetry,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,SFE/depletion,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,Vrot/sigma,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,burstiness,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,centroid offset,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,external morphology,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,lopsidedness,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
NGC5585,warp / PA twist,12,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for NGC5585 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,A/R mismatch,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,H I asymmetry,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,SFE/depletion,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,Vrot/sigma,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,burstiness,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,centroid offset,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,external morphology,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,lopsidedness,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00128,warp / PA twist,13,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00128 / warp / PA twist; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,A/R mismatch,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / A/R mismatch; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,H I asymmetry,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / H I asymmetry; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,SFE/depletion,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / SFE/depletion; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,Vrot/sigma,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / Vrot/sigma; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,burstiness,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / burstiness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,centroid offset,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / centroid offset; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,external morphology,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / external morphology; keep proxy/source leads out of Tier A until measurement and provenance are audited.
UGC00731,lopsidedness,14,minimum_25_pool,primary_non_mature_acquisition,not_searched_in_bounded_pilot,Acquire same-object source-level measurement for UGC00731 / lopsidedness; keep proxy/source leads out of Tier A until measurement and provenance are audited.
